Wavelength,Decadic_Abs_coef
811.5,4360.51054
812.0,4347.35865
812.5,4334.2455
813.0,4321.16818
813.5,4308.12373
814.0,4295.10923
814.5,4282.12173
815.0,4269.1583
815.5,4256.216
816.0,4243.2919
816.5,4230.38307
817.0,4217.48655
817.5,4204.59942
818.0,4191.71875
818.5,4178.84158
819.0,4165.965
819.5,4153.08606
820.0,4140.20182
820.5,4127.30935
821.0,4114.40572
821.5,4101.48798
822.0,4088.55319
822.5,4075.59844
823.0,4062.62076
823.5,4049.61724
824.0,4036.58493
824.5,4023.5209
825.0,4010.42221
825.5,3997.28704
826.0,3984.11651
826.5,3970.9123
827.0,3957.67603
827.5,3944.40937
828.0,3931.11395
828.5,3917.79142
829.0,3904.44344
829.5,3891.07164
830.0,3877.67767
830.5,3864.26319
831.0,3850.82984
831.5,3837.37925
832.0,3823.9131
832.5,3810.43301
833.0,3796.94064
833.5,3783.43763
834.0,3769.92563
834.5,3756.40629
835.0,3742.88125
835.5,3729.35216
836.0,3715.82068
836.5,3702.28844
837.0,3688.75709
837.5,3675.22828
838.0,3661.70365
838.5,3648.18486
839.0,3634.67356
839.5,3621.17137
840.0,3607.67997
840.5,3594.20098
841.0,3580.73607
841.5,3567.28687
842.0,3553.85503
842.5,3540.4422
843.0,3527.05003
843.5,3513.68016
844.0,3500.33425
844.5,3487.01393
845.0,3473.72086
845.5,3460.45667
846.0,3447.22303
846.5,3434.02158
847.0,3420.85395
847.5,3407.72181
848.0,3394.62679
848.5,3381.57055
849.0,3368.55473
849.5,3355.58098
850.0,3342.65094
850.5,3329.76627
851.0,3316.9286
851.5,3304.13959
852.0,3291.40088
852.5,3278.71413
853.0,3266.08097
853.5,3253.50306
854.0,3240.98203
854.5,3228.51955
855.0,3216.11725
855.5,3203.77679
856.0,3191.4998
856.5,3179.28794
857.0,3167.14285
857.5,3155.06619
858.0,3143.05959
858.5,3131.12471
859.0,3119.26318
859.5,3107.47667
860.0,3095.76681
860.5,3084.13526
861.0,3072.58366
861.5,3061.11365
862.0,3049.72688
862.5,3038.42501
